sentence,label,text
"Elisa Corporation will disclose its financial statements for 2006 on Thursday , 8 February 2007 .",1,"Elisa Corporation akan mengungkapkan laporan keuangan tahun 2006 pada hari Kamis , 8 Februari 2007 ."
"The company , which makes garden tools , scissors and other consumer goods , said earnings were boosted by 6.9 mln eur of income it received from its 16.7 pct shareholding in Finnish engineering group Wartsila .",2,"Perusahaan yang memproduksi peralatan berkebun, gunting dan barang-barang konsumen lainnya, mengatakan pendapatannya didorong oleh pendapatan sebesar 6,9 juta euro yang diterimanya dari 16,7 persen kepemilikan sahamnya di grup teknik Finlandia, Wartsila."
The deliveries are scheduled for the summer and autumn of 2008 .,1,Pengiriman dijadwalkan pada musim panas dan musim gugur tahun 2008 .
"Lule+Ñ municipality has awarded YIT a 2-year contract , for property management of about one third of the municipality 's properties , with a total area of 140,000 sq. metres .",2,"Pemerintah kota Lule+Ñ telah memberikan YIT kontrak 2 tahun, untuk pengelolaan properti sekitar sepertiga properti kotamadya, dengan luas total 140.000 meter persegi."
GSK and Novartis complete deals to reshape both drugmakers,2,GSK dan Novartis menyelesaikan kesepakatan untuk membentuk kembali kedua produsen obat tersebut
It is expected to be online by 2011 .,1,Diperkirakan akan online pada tahun 2011.
Legal & General arm buys 50 pct stake in MediaCityUK in Manchester,2,Badan Hukum & Umum membeli 50 persen saham MediaCityUK di Manchester
Quality chargers under CHARGZ brand are sold in selected retail stores and other sales locations world-wide .,1,Pengisi daya berkualitas dengan merek CHARGZ dijual di toko ritel tertentu dan lokasi penjualan lainnya di seluruh dunia.
Passengers rise at EasyJet and Aer Lingus,2,Penumpang naik di EasyJet dan Aer Lingus
Operating profit rose to EUR 4.7 mn from EUR 4.6 mn .,2,"Laba operasional naik menjadi EUR 4,7 juta dari EUR 4,6 juta."
Central Europe is an important market area for Honka .,1,Eropa Tengah merupakan kawasan pasar penting bagi Honka.
A total of $ 78 million will be invested in the project .,1,Sebanyak $ 78 juta akan diinvestasikan dalam proyek ini.
"Motorola accounted for 11.5 percent of the South Korean handset market as of the end of April , Samsung held 55 percent and LG Electronics 19 percent , according to Korea-based ATLAS Research Group .",1,"Motorola menguasai 11,5 persen pasar ponsel Korea Selatan pada akhir April, Samsung menguasai 55 persen dan LG Electronics 19 persen, menurut ATLAS Research Group yang berbasis di Korea."
"$IFF technical alerts: Stochastic Sell Signal, 200 DMA Support, and 50 DMA Support  http://stks.co/p12QY",0,"Peringatan teknis $IFF: Sinyal Jual Stochastic, Dukungan DMA 200, dan Dukungan DMA 50 http://stks.co/p12QY"
"On the basis of competitive bidding OOO Kitai Stroi , the Russian subsidiary of China State Construction Engineering Corporation , a construction company owned by China State , has been selected as the main constructor .",1,"Berdasarkan penawaran kompetitif OOO Kitai Stroi, anak perusahaan China State Construction Engineering Corporation di Rusia, sebuah perusahaan konstruksi milik Negara China, telah dipilih sebagai konstruktor utama."
British American Tobacco drops and sues PwC over pollution scandal,0,British American Tobacco membatalkan dan menggugat PwC atas skandal polusi
"The group posted net sales of 35.3 mln euro $ 46.5 mln and an operating profit of 760,000 euro $ 1.0 mln in 2005 .",1,"Grup ini membukukan penjualan bersih sebesar 35,3 juta euro$46,5 juta dan laba operasional sebesar 760.000 euro$1,0 juta pada tahun 2005 ."
"Clothing retail chain Sepp+ñl+ñ 's sales increased by 8 % to EUR 155.2 mn , and operating profit rose to EUR 31.1 mn from EUR 17.1 mn in 2004 .",2,"Penjualan jaringan ritel pakaian Sepp+ñl+ñ meningkat sebesar 8 % menjadi EUR 155,2 juta , dan laba operasional naik menjadi EUR 31,1 juta dari EUR 17,1 juta pada tahun 2004 ."
The facility consists of a seven year bullet term loan of 200 mln euro $ 292.4 mln and a 150 mln euro $ 219.3 mln five year revolving credit facility .,1,"Fasilitas ini terdiri dari pinjaman berjangka tujuh tahun sebesar 200 juta euro $ 292,4 juta dan fasilitas kredit bergulir lima tahun sebesar 150 juta euro $ 219,3 juta."
"`` In terms of profitability and earnings 2007 was the best year in our history , '' Chief Executive Veli-Matti Mattila said .",2,"``Dalam hal profitabilitas dan pendapatan, 2007 adalah tahun terbaik dalam sejarah kami,'' kata Chief Executive Veli-Matti Mattila."
Closing of such transaction took place today .,1,Penutupan transaksi tersebut dilakukan hari ini.
"In addition , a further 29 employees can be laid off until further notice and the whole workforce can be laid off for short periods if needed .",0,"Selain itu, 29 karyawan lainnya dapat diberhentikan hingga pemberitahuan lebih lanjut dan seluruh tenaga kerja dapat diberhentikan untuk jangka waktu singkat jika diperlukan."
"The Annual Report will be sent automatically to shareholders holding at least 2,000 Sampo plc shares .",1,Laporan Tahunan akan dikirimkan secara otomatis kepada pemegang saham yang memiliki sedikitnya 2.000 saham Sampo plc.
UPM-Kymmene is one of the world 's leading printing paper producers with production in 15 countries and a sales network covering more than 170 companies .,2,UPM-Kymmene adalah salah satu produsen kertas cetak terkemuka di dunia dengan produksi di 15 negara dan jaringan penjualan mencakup lebih dari 170 perusahaan.
"` The stable outlook reflects Nokia 's strong market position in the global mobile handset market , strong cash flow generation , and very conservative balance sheet , ' said Raab .",2,"`Prospek stabil mencerminkan posisi pasar Nokia yang kuat di pasar ponsel global, perolehan arus kas yang kuat, dan neraca yang sangat konservatif,' kata Raab."
"Nokia will continue to invest in future development of Qt for the benefit of all users , both Commercial and LGPL .",2,"Nokia akan terus berinvestasi dalam pengembangan Qt di masa depan demi kepentingan semua pengguna, baik Komersial maupun LGPL."
$HITK  Resuming advance into new historical highs.,2,$HITK Melanjutkan kenaikan ke rekor tertinggi baru dalam sejarah.
`` NTC has a geographical presence that complements Ramirent 's existing network and brings us closer to our customers in the East Bohemia region in the CzechRepublic . '',2,"""NTC memiliki kehadiran geografis yang melengkapi jaringan Ramirent yang sudah ada dan membawa kami lebih dekat dengan pelanggan kami di wilayah Bohemia Timur di Republik Ceko. ''"
"Metso is a global supplier of sustainable technology and services for mining , construction , power generation , automation , recycling and the pulp and paper industries .",1,"Metso adalah pemasok global teknologi dan layanan berkelanjutan untuk pertambangan, konstruksi, pembangkit listrik, otomasi, daur ulang, serta industri pulp dan kertas."
"Biohit Oyj develops , manufactures and markets liquid handling products and diagnostic test systems for use in research , healthcare and industrial laboratories .",1,"Biohit Oyj mengembangkan, memproduksi dan memasarkan produk penanganan cairan dan sistem pengujian diagnostik untuk digunakan dalam penelitian, perawatan kesehatan, dan laboratorium industri."
"New Chairman of the Board of Directors , Mr Chaim Katzman , will give a presentation and answer questions .",1,"Ketua Dewan Direksi yang baru, Bapak Chaim Katzman, akan memberikan presentasi dan menjawab pertanyaan."
Viking Line manages well with its current ferries .,2,Viking Line mengelola dengan baik feri-ferinya saat ini.
"When dialing in , the participants should quote 877417 as conference ID .",1,"Saat melakukan panggilan, peserta harus mengutip 877417 sebagai ID konferensi."
The objective of the St. Petersburg office is first to boost the Company 's maintenance business .,1,Tujuan dari kantor St. Petersburg adalah yang pertama untuk meningkatkan bisnis pemeliharaan Perusahaan.
Operating profit totaled EUR 17.7 mn compared to EUR 17.6 mn in the corresponding period in 2007 .,2,"Laba operasional berjumlah EUR 17,7 juta dibandingkan dengan EUR 17,6 juta pada periode yang sama tahun 2007 ."
- Net sales for the period are expected to fall well below that of last year and the result after non-recurring items is expected to be in the red .,0,"""Penjualan bersih untuk periode tersebut diperkirakan akan turun jauh di bawah tahun lalu dan hasil setelah item yang tidak berulang diperkirakan akan berada di zona merah."
`` We have the most expensive water brand in Finland at the moment . '',1,"""Kami memiliki merek air termahal di Finlandia saat ini. ''"
"France T+®l+®com spent more time studying TeliaSonera than other potential takeover targets because it has a shareholder that wants to sell , Pellissier said .",1,"France T+®l+®com menghabiskan lebih banyak waktu mempelajari TeliaSonera dibandingkan target pengambilalihan potensial lainnya karena memiliki pemegang saham yang ingin menjual, kata Pellissier."
"$BRK.B $SPY  All time high tomorrow? 150k on the A shares, Dec 13, 2007.",2,"$BRK.B $SPY Sepanjang masa besok? 150rb untuk saham A, 13 Des 2007."
Salonen added that data shows producers ' pulp inventories in North America are declining . ',0,Salonen menambahkan bahwa data menunjukkan persediaan pulp produsen di Amerika Utara menurun. '
`` Marimekko aims to expand its distribution network primarily by increasing the number of concept stores and shop-in-shops .,1,"""Marimekko bertujuan untuk memperluas jaringan distribusinya terutama dengan meningkatkan jumlah toko konsep dan toko-dalam-toko."
SRV lowered its net sales estimate for the whole of 2008 due to uncertainties in housing sales .,0,SRV menurunkan perkiraan penjualan bersihnya untuk keseluruhan tahun 2008 karena ketidakpastian dalam penjualan perumahan.
$AWR Standard & Poor's Affirms 'A+' Credit Rating at American States Water Company and Golden State Water Company http://stks.co/f2P94,2,$AWR Standard & Poor's Mengafirmasi Peringkat Kredit 'A+' di American States Water Company dan Golden State Water Company http://stks.co/f2P94
"According to CEO Kai Telanne , the company 's newspapers achieved the best financial result ever .",2,"Menurut CEO Kai Telanne, surat kabar perusahaan mencapai hasil finansial terbaik yang pernah ada."
Seat belt recall? who cares....  I'm a buyer $TSLA,2,Penarikan kembali sabuk pengaman? siapa peduli.... Saya pembeli $TSLA
Randgold profit hit by poor gold price but dividend still increases,1,Keuntungan Randgold terpukul oleh harga emas yang buruk tetapi dividen tetap meningkat
"( ADP News ) - Jan 22 , 2009 - Finnish mobile phones maker Nokia Oyj ( OMX : NOK1V ) said today its operating profit decreased to EUR 5 billion ( USD 6.5 bn ) for 2008 from EUR 8 billion for 2007 .",1,"(ADP News) – 22 Jan 2009 – Produsen ponsel asal Finlandia, Nokia Oyj (OMX: NOK1V) mengatakan hari ini laba operasionalnya turun menjadi EUR 5 miliar (USD 6,5 miliar) pada tahun 2008 dari EUR 8 miliar pada tahun 2007."
Finnish Raute Precision that supplies weighing and dosing systems and plants is changing its name to Lahti Precision .,1,Raute Precision Finlandia yang memasok sistem dan pabrik penimbangan dan takaran mengubah namanya menjadi Lahti Precision.
$AAPL at resistance right here...sold my shares...will buy back if it dips or if it goes in the 128 gap zone,0,$AAPL pada resistensi di sini...menjual saham saya...akan membeli kembali jika turun atau jika masuk di zona gap 128
EuroChem Head of Corporate Finance Alexander Gavrilov said : `` I am pleased that we have once again confirmed that EuroChem is able to attract long-term funds at attractive rates .,2,Kepala Keuangan Korporat EuroChem Alexander Gavrilov berkata: `` Saya senang bahwa kami sekali lagi menegaskan bahwa EuroChem mampu menarik dana jangka panjang dengan harga menarik.
"In Q1 of 2009 , the company 's result before taxes from continuing operations , excluding non-recurring items , totalled EUR -0.4 mn , compared to EUR -0.1 mn in the corresponding period in 2008 .",0,"Pada Q1 tahun 2009, pendapatan perusahaan sebelum pajak dari operasi yang dilanjutkan, tidak termasuk item yang tidak berulang, berjumlah EUR -0,4 juta, dibandingkan dengan EUR -0,1 juta pada periode yang sama tahun 2008."
The robust growth was the result of the inclusion of clothing chain Lindex in the Group in December 2007 .,2,Pertumbuhan yang kuat ini merupakan hasil dari masuknya jaringan pakaian Lindex ke dalam Grup pada bulan Desember 2007 .
CompaniesDixons Carphone to close 134 UK stores as sales jump,2,PerusahaanDixons Carphone akan menutup 134 toko di Inggris karena lonjakan penjualan
"Elcoteq Dongguan was established in 1999 in the Nancheng District of Dongguan , China and is one of Elcoteq s four volume manufacturing plants in the Asia-Pacific region .",1,"Elcoteq Dongguan didirikan pada tahun 1999 di Distrik Nancheng Dongguan, Tiongkok dan merupakan salah satu dari empat pabrik manufaktur volume Elcoteq di kawasan Asia-Pasifik."
The measures result from decreased demand in technical design and product information .,0,Langkah-langkah ini diakibatkan oleh menurunnya permintaan terhadap desain teknis dan informasi produk.
"Kraft, Cadbury's and Britvic in Total Recall: how pulling a product affects profit",0,"Kraft, Cadbury's dan Britvic dalam Total Recall: bagaimana penarikan suatu produk mempengaruhi keuntungan"
"The currency effect had a 3.0 pct , or 20 mln euro ( $ 31.3 mln ) , negative impact on the revenue .",1,"Dampak mata uang mempunyai dampak negatif sebesar 3,0 persen, atau 20 juta euro ($31,3 juta), terhadap pendapatan."
